"scalerank","featurecla","labelrank","sovereignt","sov_a3","adm0_dif","level","type","admin","adm0_a3","geou_dif","geounit","gu_a3","su_dif","subunit","su_a3","brk_diff","name","name_long","brk_a3","brk_name","brk_group","abbrev","postal","formal_en","formal_fr","note_adm0","note_brk","name_sort","name_alt","mapcolor7","mapcolor8","mapcolor9","mapcolor13","pop_est","gdp_md_est","pop_year","lastcensus","gdp_year","economy","income_grp","wikipedia","fips_10","iso_a2","iso_a3","iso_n3","un_a3","wb_a2","wb_a3","woe_id","adm0_a3_is","adm0_a3_us","adm0_a3_un","adm0_a3_wb","continent","region_un","subregion","region_wb","name_len","long_len","abbrev_len","tiny","homepart"
1,"Admin-0 country",3,"Ireland","IRL",0,2,"Sovereign country","Ireland","IRL",0,"Ireland","IRL",0,"Ireland","IRL",0,"Ireland","Ireland","IRL","Ireland",NA,"Ire.","IRL","Ireland",NA,NA,NA,"Ireland",NA,2,3,2,2,4203200,188400,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"IE","IRL","372","372","IE","IRL",-99,"IRL","IRL",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",7,7,4,-99,1
1,"Admin-0 country",2,"Iran","IRN",0,2,"Sovereign country","Iran","IRN",0,"Iran","IRN",0,"Iran","IRN",0,"Iran","Iran","IRN","Iran",NA,"Iran","IRN","Islamic Republic of Iran",NA,NA,NA,"Iran, Islamic Rep.",NA,4,3,4,13,66429284,841700,-99,2006,-99,"5. Emerging region: G20","3. Upper middle income",-99,NA,"IR","IRN","364","364","IR","IRN",-99,"IRN","IRN",-99,-99,"Asia","Asia","Southern Asia","Middle East & North Africa",4,4,4,-99,1
1,"Admin-0 country",3,"Iraq","IRQ",0,2,"Sovereign country","Iraq","IRQ",0,"Iraq","IRQ",0,"Iraq","IRQ",0,"Iraq","Iraq","IRQ","Iraq",NA,"Iraq","IRQ","Republic of Iraq",NA,NA,NA,"Iraq",NA,1,4,3,1,31129225,103900,-99,1997,-99,"6. Developing region","4. Lower middle income",-99,NA,"IQ","IRQ","368","368","IQ","IRQ",-99,"IRQ","IRQ",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",4,4,4,-99,1
1,"Admin-0 country",3,"Iceland","ISL",0,2,"Sovereign country","Iceland","ISL",0,"Iceland","ISL",0,"Iceland","ISL",0,"Iceland","Iceland","ISL","Iceland",NA,"Iceland","IS","Republic of Iceland",NA,NA,NA,"Iceland",NA,1,4,4,9,306694,12710,-99,-99,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"IS","ISL","352","352","IS","ISL",-99,"ISL","ISL",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",7,7,7,-99,1
1,"Admin-0 country",4,"Israel","ISR",0,2,"Sovereign country","Israel","ISR",0,"Israel","ISR",0,"Israel","ISR",0,"Israel","Israel","ISR","Israel",NA,"Isr.","IS","State of Israel",NA,NA,NA,"Israel",NA,3,2,5,9,7233701,201400,-99,2009,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"IL","ISR","376","376","IL","ISR",-99,"ISR","ISR",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",6,6,4,-99,1
1,"Admin-0 country",2,"Italy","ITA",0,2,"Sovereign country","Italy","ITA",0,"Italy","ITA",0,"Italy","ITA",0,"Italy","Italy","ITA","Italy",NA,"Italy","I","Italian Republic",NA,NA,NA,"Italy",NA,6,7,8,7,58126212,1823000,-99,2012,-99,"1. Developed region: G7","1. High income: OECD",-99,NA,"IT","ITA","380","380","IT","ITA",-99,"ITA","ITA",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",5,5,5,-99,1
1,"Admin-0 country",4,"Jamaica","JAM",0,2,"Sovereign country","Jamaica","JAM",0,"Jamaica","JAM",0,"Jamaica","JAM",0,"Jamaica","Jamaica","JAM","Jamaica",NA,"Jam.","J","Jamaica",NA,NA,NA,"Jamaica",NA,1,2,4,10,2825928,20910,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,NA,"JM","JAM","388","388","JM","JAM",-99,"JAM","JAM",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",7,7,4,-99,1
4,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Country","Jersey","JEY",0,"Jersey","JEY",0,"Jersey","JEY",0,"Jersey","Jersey","JEY","Jersey","Channel Islands","Jey.","JE","Bailiwick of Jersey",NA,"U.K. crown dependency",NA,"Jersey",NA,6,6,6,3,91626,5100,-99,2001,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"JE","JEY","832","832","JG","CHI",-99,"JEY","JEY",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",6,6,4,-99,-99
1,"Admin-0 country",4,"Jordan","JOR",0,2,"Sovereign country","Jordan","JOR",0,"Jordan","JOR",0,"Jordan","JOR",0,"Jordan","Jordan","JOR","Jordan",NA,"Jord.","J","Hashemite Kingdom of Jordan",NA,NA,NA,"Jordan",NA,5,3,4,4,6342948,31610,-99,2004,-99,"6. Developing region","3. Upper middle income",-99,NA,"JO","JOR","400","400","JO","JOR",-99,"JOR","JOR",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",6,6,5,-99,1
1,"Admin-0 country",2,"Japan","JPN",0,2,"Sovereign country","Japan","JPN",0,"Japan","JPN",0,"Japan","JPN",0,"Japan","Japan","JPN","Japan",NA,"Japan","J","Japan",NA,NA,NA,"Japan",NA,5,3,5,4,127078679,4329000,-99,2010,-99,"1. Developed region: G7","1. High income: OECD",-99,NA,"JP","JPN","392","392","JP","JPN",-99,"JPN","JPN",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",5,5,5,-99,1
1,"Admin-0 country",5,"Kashmir","KAS",0,2,"Indeterminate","Siachen Glacier","KAS",0,"Siachen Glacier","KAS",0,"Siachen Glacier","KAS",1,"Siachen Glacier","Siachen Glacier","B45","Siachen Glacier","Jammu and Kashmir","Siachen","SG",NA,NA,NA,"Claimed by Pakistan and India","Kashmir",NA,3,7,6,-99,6000,15,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,NA,"-99","-99","-99","-099","-99","-99",-99,"-99","KAS",-99,-99,"Asia","Asia","Southern Asia","South Asia",15,15,7,-99,1
1,"Admin-0 country",3,"Kazakhstan","KAZ",0,2,"Sovereign country","Kazakhstan","KAZ",0,"Kazakhstan","KAZ",0,"Kazakhstan","KAZ",0,"Kazakhstan","Kazakhstan","KAZ","Kazakhstan",NA,"Kaz.","KZ","Republic of Kazakhstan",NA,NA,NA,"Kazakhstan",NA,6,1,6,1,15399437,175800,-99,2009,-99,"6. Developing region","3. Upper middle income",-99,NA,"KZ","KAZ","398","398","KZ","KAZ",-99,"KAZ","KAZ",-99,-99,"Asia","Asia","Central Asia","Europe & Central Asia",10,10,4,-99,1
1,"Admin-0 country",2,"Kenya","KEN",0,2,"Sovereign country","Kenya","KEN",0,"Kenya","KEN",0,"Kenya","KEN",0,"Kenya","Kenya","KEN","Kenya",NA,"Ken.","KE","Republic of Kenya",NA,NA,NA,"Kenya",NA,5,2,7,3,39002772,61510,-99,2009,-99,"5. Emerging region: G20","5. Low income",-99,NA,"KE","KEN","404","404","KE","KEN",-99,"KEN","KEN",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",5,5,4,-99,1
1,"Admin-0 country",4,"Kyrgyzstan","KGZ",0,2,"Sovereign country","Kyrgyzstan","KGZ",0,"Kyrgyzstan","KGZ",0,"Kyrgyzstan","KGZ",0,"Kyrgyzstan","Kyrgyzstan","KGZ","Kyrgyzstan",NA,"Kgz.","KG","Kyrgyz Republic",NA,NA,NA,"Kyrgyz Republic",NA,5,7,7,6,5431747,11610,-99,2009,-99,"6. Developing region","5. Low income",-99,NA,"KG","KGZ","417","417","KG","KGZ",-99,"KGZ","KGZ",-99,-99,"Asia","Asia","Central Asia","Europe & Central Asia",10,10,4,-99,1
1,"Admin-0 country",3,"Cambodia","KHM",0,2,"Sovereign country","Cambodia","KHM",0,"Cambodia","KHM",0,"Cambodia","KHM",0,"Cambodia","Cambodia","KHM","Cambodia",NA,"Camb.","KH","Kingdom of Cambodia",NA,NA,NA,"Cambodia",NA,6,3,6,5,14494293,27940,-99,2008,-99,"7. Least developed region","5. Low income",-99,NA,"KH","KHM","116","116","KH","KHM",-99,"KHM","KHM",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",8,8,5,-99,1
1,"Admin-0 country",6,"Kiribati","KIR",0,2,"Sovereign country","Kiribati","KIR",0,"Kiribati","KIR",0,"Kiribati","KIR",0,"Kiribati","Kiribati","KIR","Kiribati",NA,"Kir.","KI","Republic of Kiribati",NA,NA,NA,"Kiribati",NA,5,7,6,12,112850,579.5,-99,2005,-99,"7. Least developed region","4. Lower middle income",-99,NA,"KI","KIR","296","296","KI","KIR",-99,"KIR","KIR",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",8,8,4,2,1
1,"Admin-0 country",6,"Saint Kitts and Nevis","KNA",0,2,"Sovereign country","Saint Kitts and Nevis","KNA",0,"Saint Kitts and Nevis","KNA",0,"Saint Kitts and Nevis","KNA",0,"St. Kitts and Nevis","Saint Kitts and Nevis","KNA","Saint Kitts and Nevis",NA,"St.K.N.","KN","Federation of Saint Kitts and Nevis",NA,NA,NA,"St. Kitts and Nevis",NA,1,4,1,8,40131,777.7,-99,2011,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"KN","KNA","659","659","KN","KNA",-99,"KNA","KNA",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",19,21,7,4,1
1,"Admin-0 country",2,"South Korea","KOR",0,2,"Sovereign country","South Korea","KOR",0,"South Korea","KOR",0,"South Korea","KOR",0,"Korea","Republic of Korea","KOR","Republic of Korea",NA,"S.K.","KR","Republic of Korea",NA,NA,NA,"Korea, Rep.",NA,4,1,1,5,48508972,1335000,-99,2010,-99,"4. Emerging region: MIKT","1. High income: OECD",-99,NA,"KR","KOR","410","410","KR","KOR",-99,"KOR","KOR",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",5,17,4,-99,1
1,"Admin-0 country",6,"Kosovo","KOS",0,2,"Sovereign country","Kosovo","KOS",0,"Kosovo","KOS",0,"Kosovo","KOS",1,"Kosovo","Kosovo","B57","Kosovo",NA,"Kos.","KO","Republic of Kosovo",NA,NA,"Self admin.; Claimed by Serbia","Kosovo",NA,2,2,3,11,1804838,5352,-99,1981,-99,"6. Developing region","4. Lower middle income",-99,NA,"-99","-99","-99","-099","KV","KSV",-99,"SRB","KOS",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",6,6,4,-99,1
1,"Admin-0 country",6,"Kuwait","KWT",0,2,"Sovereign country","Kuwait","KWT",0,"Kuwait","KWT",0,"Kuwait","KWT",0,"Kuwait","Kuwait","KWT","Kuwait",NA,"Kwt.","KW","State of Kuwait",NA,NA,NA,"Kuwait",NA,2,2,2,2,2691158,149100,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"KW","KWT","414","414","KW","KWT",-99,"KWT","KWT",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",6,6,4,-99,1
1,"Admin-0 country",4,"Laos","LAO",0,2,"Sovereign country","Laos","LAO",0,"Laos","LAO",0,"Laos","LAO",0,"Lao PDR","Lao PDR","LAO","Laos",NA,"Laos","LA","Lao People's Democratic Republic",NA,NA,NA,"Lao PDR",NA,1,1,1,9,6834942,13980,-99,2005,-99,"7. Least developed region","4. Lower middle income",-99,NA,"LA","LAO","418","418","LA","LAO",-99,"LAO","LAO",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",7,7,4,-99,1
1,"Admin-0 country",5,"Lebanon","LBN",0,2,"Sovereign country","Lebanon","LBN",0,"Lebanon","LBN",0,"Lebanon","LBN",0,"Lebanon","Lebanon","LBN","Lebanon",NA,"Leb.","LB","Lebanese Republic",NA,NA,NA,"Lebanon",NA,4,4,4,12,4017095,44060,-99,1970,-99,"6. Developing region","3. Upper middle income",-99,NA,"LB","LBN","422","422","LB","LBN",-99,"LBN","LBN",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",7,7,4,4,1
1,"Admin-0 country",4,"Liberia","LBR",0,2,"Sovereign country","Liberia","LBR",0,"Liberia","LBR",0,"Liberia","LBR",0,"Liberia","Liberia","LBR","Liberia",NA,"Liberia","LR","Republic of Liberia",NA,NA,NA,"Liberia",NA,2,3,4,9,3441790,1526,-99,2008,-99,"7. Least developed region","5. Low income",-99,NA,"LR","LBR","430","430","LR","LBR",-99,"LBR","LBR",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",7,7,7,-99,1
1,"Admin-0 country",3,"Libya","LBY",0,2,"Sovereign country","Libya","LBY",0,"Libya","LBY",0,"Libya","LBY",0,"Libya","Libya","LBY","Libya",NA,"Libya","LY","Libya",NA,NA,NA,"Libya",NA,1,2,2,11,6310434,88830,-99,2006,-99,"6. Developing region","3. Upper middle income",-99,NA,"LY","LBY","434","434","LY","LBY",-99,"LBY","LBY",-99,-99,"Africa","Africa","Northern Africa","Middle East & North Africa",5,5,5,-99,1
1,"Admin-0 country",6,"Saint Lucia","LCA",0,2,"Sovereign country","Saint Lucia","LCA",0,"Saint Lucia","LCA",0,"Saint Lucia","LCA",0,"Saint Lucia","Saint Lucia","LCA","Saint Lucia",NA,"S.L.","LC","Saint Lucia",NA,NA,NA,"St. Lucia",NA,3,4,3,4,160267,1778,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,NA,"LC","LCA","662","662","LC","LCA",-99,"LCA","LCA",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",11,11,4,4,1
1,"Admin-0 country",6,"Liechtenstein","LIE",0,2,"Sovereign country","Liechtenstein","LIE",0,"Liechtenstein","LIE",0,"Liechtenstein","LIE",0,"Liechtenstein","Liechtenstein","LIE","Liechtenstein",NA,"Liech.","FL","Principality of Liechtenstein",NA,NA,NA,"Liechtenstein",NA,2,4,2,9,34761,4160,-99,2010,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"LI","LIE","438","438","LI","LIE",-99,"LIE","LIE",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",13,13,6,6,1
1,"Admin-0 country",3,"Sri Lanka","LKA",0,2,"Sovereign country","Sri Lanka","LKA",0,"Sri Lanka","LKA",0,"Sri Lanka","LKA",0,"Sri Lanka","Sri Lanka","LKA","Sri Lanka",NA,"Sri L.","LK","Democratic Socialist Republic of Sri Lanka",NA,NA,NA,"Sri Lanka",NA,3,5,4,9,21324791,91870,-99,2001,-99,"6. Developing region","4. Lower middle income",-99,NA,"LK","LKA","144","144","LK","LKA",-99,"LKA","LKA",-99,-99,"Asia","Asia","Southern Asia","South Asia",9,9,6,-99,1
1,"Admin-0 country",6,"Lesotho","LSO",0,2,"Sovereign country","Lesotho","LSO",0,"Lesotho","LSO",0,"Lesotho","LSO",0,"Lesotho","Lesotho","LSO","Lesotho",NA,"Les.","LS","Kingdom of Lesotho",NA,NA,NA,"Lesotho",NA,1,5,2,8,2130819,3293,-99,2006,-99,"7. Least developed region","4. Lower middle income",-99,NA,"LS","LSO","426","426","LS","LSO",-99,"LSO","LSO",-99,-99,"Africa","Africa","Southern Africa","Sub-Saharan Africa",7,7,4,-99,1
1,"Admin-0 country",5,"Lithuania","LTU",0,2,"Sovereign country","Lithuania","LTU",0,"Lithuania","LTU",0,"Lithuania","LTU",0,"Lithuania","Lithuania","LTU","Lithuania",NA,"Lith.","LT","Republic of Lithuania",NA,NA,NA,"Lithuania",NA,6,3,3,9,3555179,63330,-99,2011,-99,"2. Developed region: nonG7","3. Upper middle income",-99,NA,"LT","LTU","440","440","LT","LTU",-99,"LTU","LTU",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",9,9,5,-99,1
1,"Admin-0 country",6,"Luxembourg","LUX",0,2,"Sovereign country","Luxembourg","LUX",0,"Luxembourg","LUX",0,"Luxembourg","LUX",0,"Luxembourg","Luxembourg","LUX","Luxembourg",NA,"Lux.","L","Grand Duchy of Luxembourg",NA,NA,NA,"Luxembourg",NA,1,7,3,7,491775,39370,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,NA,"LU","LUX","442","442","LU","LUX",-99,"LUX","LUX",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",10,10,4,5,1
1,"Admin-0 country",5,"Latvia","LVA",0,2,"Sovereign country","Latvia","LVA",0,"Latvia","LVA",0,"Latvia","LVA",0,"Latvia","Latvia","LVA","Latvia",NA,"Lat.","LV","Republic of Latvia",NA,NA,NA,"Latvia",NA,4,7,6,13,2231503,38860,-99,2011,-99,"2. Developed region: nonG7","3. Upper middle income",-99,NA,"LV","LVA","428","428","LV","LVA",-99,"LVA","LVA",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",6,6,4,-99,1
3,"Admin-0 country",4,"China","CH1",1,2,"Country","Macao S.A.R","MAC",0,"Macao S.A.R","MAC",0,"Macao S.A.R","MAC",0,"Macao","Macao","MAC","Macao",NA,"Mac.","MO","Macao Special Administrative Region, PRC",NA,"China",NA,"Macao SAR, China",NA,4,4,4,3,559846,18140,-99,2011,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"MO","MAC","446","446","MO","MAC",-99,"MAC","MAC",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",5,5,4,-99,-99
3,"Admin-0 country",6,"France","FR1",1,2,"Dependency","Saint Martin","MAF",0,"Saint Martin","MAF",0,"Saint Martin","MAF",0,"St-Martin","Saint-Martin","MAF","Saint-Martin",NA,"St. M.","MF","Saint-Martin (French part)",NA,"Fr.",NA,"St. Martin (French part)",NA,7,5,9,11,36661,449,2008,-99,1999,"6. Developing region","2. High income: nonOECD",0,NA,"MF","MAF","663","663","MF","MAF",-99,"MAF","MAF",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",9,12,6,4,-99
1,"Admin-0 country",3,"Morocco","MAR",0,2,"Sovereign country","Morocco","MAR",0,"Morocco","MAR",0,"Morocco","MAR",0,"Morocco","Morocco","MAR","Morocco",NA,"Mor.","MA","Kingdom of Morocco",NA,NA,NA,"Morocco",NA,2,2,3,9,34859364,136600,-99,2004,-99,"6. Developing region","4. Lower middle income",-99,NA,"MA","MAR","504","504","MA","MAR",-99,"MAR","MAR",-99,-99,"Africa","Africa","Northern Africa","Middle East & North Africa",7,7,4,-99,1
6,"Admin-0 country",6,"Monaco","MCO",0,2,"Sovereign country","Monaco","MCO",0,"Monaco","MCO",0,"Monaco","MCO",0,"Monaco","Monaco","MCO","Monaco",NA,"Mco.","MC","Principality of Monaco",NA,NA,NA,"Monaco",NA,1,1,2,12,32965,976.3,-99,2008,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"MC","MCO","492","492","MC","MCO",-99,"MCO","MCO",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",6,6,4,5,1
1,"Admin-0 country",6,"Moldova","MDA",0,2,"Sovereign country","Moldova","MDA",0,"Moldova","MDA",0,"Moldova","MDA",0,"Moldova","Moldova","MDA","Moldova",NA,"Mda.","MD","Republic of Moldova",NA,NA,NA,"Moldova",NA,3,5,4,12,4320748,10670,-99,2004,-99,"6. Developing region","4. Lower middle income",-99,NA,"MD","MDA","498","498","MD","MDA",-99,"MDA","MDA",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",7,7,4,-99,1
1,"Admin-0 country",3,"Madagascar","MDG",0,2,"Sovereign country","Madagascar","MDG",0,"Madagascar","MDG",0,"Madagascar","MDG",0,"Madagascar","Madagascar","MDG","Madagascar",NA,"Mad.","MG","Republic of Madagascar",NA,NA,NA,"Madagascar",NA,6,5,2,3,20653556,20130,-99,1993,-99,"7. Least developed region","5. Low income",-99,NA,"MG","MDG","450","450","MG","MDG",-99,"MDG","MDG",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",10,10,4,-99,1
3,"Admin-0 country",5,"Maldives","MDV",0,2,"Sovereign country","Maldives","MDV",0,"Maldives","MDV",0,"Maldives","MDV",0,"Maldives","Maldives","MDV","Maldives",NA,"Mald.","MV","Republic of Maldives",NA,NA,NA,"Maldives",NA,2,3,1,7,396334,1716,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,NA,"MV","MDV","462","462","MV","MDV",-99,"MDV","B13",-99,-99,"Seven seas (open ocean)","Asia","Southern Asia","South Asia",8,8,5,2,1
1,"Admin-0 country",2,"Mexico","MEX",0,2,"Sovereign country","Mexico","MEX",0,"Mexico","MEX",0,"Mexico","MEX",0,"Mexico","Mexico","MEX","Mexico",NA,"Mex.","MX","United Mexican States",NA,NA,NA,"Mexico",NA,6,1,7,3,111211789,1563000,-99,2010,-99,"4. Emerging region: MIKT","3. Upper middle income",-99,NA,"MX","MEX","484","484","MX","MEX",-99,"MEX","MEX",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",6,6,4,-99,1
5,"Admin-0 country",6,"Marshall Islands","MHL",0,2,"Sovereign country","Marshall Islands","MHL",0,"Marshall Islands","MHL",0,"Marshall Islands","MHL",0,"Marshall Is.","Marshall Islands","MHL","Marshall Is.",NA,"M. Is.","MH","Republic of the Marshall Islands",NA,NA,NA,"Marshall Islands",NA,2,5,5,3,64522,133.5,-99,2011,-99,"6. Developing region","4. Lower middle income",-99,NA,"MH","MHL","584","584","MH","MHL",-99,"MHL","MHL",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",12,16,6,2,1
1,"Admin-0 country",6,"Macedonia","MKD",0,2,"Sovereign country","Macedonia","MKD",0,"Macedonia","MKD",0,"Macedonia","MKD",0,"Macedonia","Macedonia","MKD","Macedonia",NA,"Mkd.","MK","Former Yugoslav Republic of Macedonia",NA,NA,NA,"Macedonia, FYR",NA,5,3,7,3,2066718,18780,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,NA,"MK","MKD","807","807","MK","MKD",-99,"MKD","MKD",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",9,9,4,-99,1
1,"Admin-0 country",3,"Mali","MLI",0,2,"Sovereign country","Mali","MLI",0,"Mali","MLI",0,"Mali","MLI",0,"Mali","Mali","MLI","Mali",NA,"Mali","ML","Republic of Mali",NA,NA,NA,"Mali",NA,1,4,1,7,12666987,14590,-99,2009,-99,"7. Least developed region","5. Low income",-99,NA,"ML","MLI","466","466","ML","MLI",-99,"MLI","MLI",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",4,4,4,-99,1
3,"Admin-0 country",5,"Malta","MLT",0,2,"Sovereign country","Malta","MLT",0,"Malta","MLT",0,"Malta","MLT",0,"Malta","Malta","MLT","Malta",NA,"Malta","M","Republic of Malta",NA,NA,NA,"Malta",NA,1,4,1,8,405165,9962,-99,2005,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,NA,"MT","MLT","470","470","MT","MLT",-99,"MLT","MLT",-99,-99,"Europe","Europe","Southern Europe","Middle East & North Africa",5,5,5,3,1
1,"Admin-0 country",3,"Myanmar","MMR",0,2,"Sovereign country","Myanmar","MMR",0,"Myanmar","MMR",0,"Myanmar","MMR",0,"Myanmar","Myanmar","MMR","Myanmar",NA,"Myan.","MM","Republic of the Union of Myanmar",NA,NA,NA,"Myanmar",NA,2,2,5,13,48137741,55130,-99,1983,-99,"7. Least developed region","5. Low income",-99,NA,"MM","MMR","104","104","MM","MMR",-99,"MMR","MMR",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",7,7,5,-99,1
1,"Admin-0 country",6,"Montenegro","MNE",0,2,"Sovereign country","Montenegro","MNE",0,"Montenegro","MNE",0,"Montenegro","MNE",0,"Montenegro","Montenegro","MNE","Montenegro",NA,"Mont.","ME","Montenegro",NA,NA,NA,"Montenegro",NA,4,1,4,5,672180,6816,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,NA,"ME","MNE","499","499","ME","MNE",-99,"MNE","MNE",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",10,10,5,-99,1
1,"Admin-0 country",3,"Mongolia","MNG",0,2,"Sovereign country","Mongolia","MNG",0,"Mongolia","MNG",0,"Mongolia","MNG",0,"Mongolia","Mongolia","MNG","Mongolia",NA,"Mong.","MN","Mongolia",NA,NA,NA,"Mongolia",NA,3,5,5,6,3041142,9476,-99,2010,-99,"6. Developing region","4. Lower middle income",-99,NA,"MN","MNG","496","496","MN","MNG",-99,"MNG","MNG",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",8,8,5,-99,1
3,"Admin-0 country",6,"United States of America","US1",1,2,"Dependency","Northern Mariana Islands","MNP",0,"Northern Mariana Islands","MNP",0,"Northern Mariana Islands","MNP",0,"N. Mariana Is.","Northern Mariana Islands","MNP","N. Mariana Is.",NA,"N.M.I.","MP","Commonwealth of the Northern Mariana Islands",NA,"Commonwealth of U.S.A.",NA,"Northern Mariana Islands",NA,4,5,1,1,88662,900,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,NA,"MP","MNP","580","580","MP","MNP",-99,"MNP","MNP",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",14,24,6,3,-99
1,"Admin-0 country",3,"Mozambique","MOZ",0,2,"Sovereign country","Mozambique","MOZ",0,"Mozambique","MOZ",0,"Mozambique","MOZ",0,"Mozambique","Mozambique","MOZ","Mozambique",NA,"Moz.","MZ","Republic of Mozambique",NA,NA,NA,"Mozambique",NA,4,2,1,4,21669278,18940,-99,2007,-99,"7. Least developed region","5. Low income",-99,NA,"MZ","MOZ","508","508","MZ","MOZ",-99,"MOZ","MOZ",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",10,10,4,-99,1
1,"Admin-0 country",3,"Mauritania","MRT",0,2,"Sovereign country","Mauritania","MRT",0,"Mauritania","MRT",0,"Mauritania","MRT",0,"Mauritania","Mauritania","MRT","Mauritania",NA,"Mrt.","MR","Islamic Republic of Mauritania",NA,NA,NA,"Mauritania",NA,3,3,2,1,3129486,6308,-99,2000,-99,"7. Least developed region","5. Low income",-99,NA,"MR","MRT","478","478","MR","MRT",-99,"MRT","MRT",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",10,10,4,-99,1
3,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Dependency","Montserrat","MSR",0,"Montserrat","MSR",0,"Montserrat","MSR",0,"Montserrat","Montserrat","MSR","Montserrat",NA,"Monts.","MS",NA,NA,"U.K.",NA,"Montserrat",NA,6,6,6,3,5097,29,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,NA,"MS","MSR","500","500","-99","-99",-99,"MSR","MSR",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",10,10,6,6,-99
1,"Admin-0 country",5,"Mauritius","MUS",0,2,"Sovereign country","Mauritius","MUS",0,"Mauritius","MUS",0,"Mauritius","MUS",0,"Mauritius","Mauritius","MUS","Mauritius",NA,"Mus.","MU","Republic of Mauritius",NA,NA,NA,"Mauritius",NA,1,3,5,7,1284264,15270,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,NA,"MU","MUS","480","480","MU","MUS",-99,"MUS","MUS",-99,-99,"Seven seas (open ocean)","Africa","Eastern Africa","Sub-Saharan Africa",9,9,4,2,1
1,"Admin-0 country",6,"Malawi","MWI",0,2,"Sovereign country","Malawi","MWI",0,"Malawi","MWI",0,"Malawi","MWI",0,"Malawi","Malawi","MWI","Malawi",NA,"Mal.","MW","Republic of Malawi",NA,NA,NA,"Malawi",NA,1,3,4,5,14268711,11810,-99,2008,-99,"7. Least developed region","5. Low income",-99,NA,"MW","MWI","454","454","MW","MWI",-99,"MWI","MWI",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",6,6,4,-99,1
